count,iteration,heap_used_mb,heap_max_mb,elapsed_ms
575000,1,51,64,13293
576000,1,56,64,13310
577000,1,29,64,13330
578000,1,35,64,13350
579000,1,40,64,13367
580000,1,46,64,13385
581000,1,51,64,13402
582000,1,56,64,13421
583000,1,29,64,13446
584000,1,35,64,13467
585000,1,40,64,13485
586000,1,46,64,13503
587000,1,51,64,13520
588000,1,56,64,13539
589000,1,29,64,13557
590000,1,35,64,13576
591000,1,40,64,13593
592000,1,46,64,13610
593000,1,51,64,13625
594000,1,56,64,13642
595000,1,29,64,13664
596000,1,35,64,13692
597000,1,40,64,13710
598000,1,46,64,13727
599000,1,51,64,13744
600000,1,56,64,13762
601000,1,29,64,13780
602000,1,35,64,13796
603000,1,40,64,13813
604000,1,46,64,13828
605000,1,51,64,13844
606000,1,57,64,13859
607000,1,29,64,13879
608000,1,35,64,13894
609000,1,40,64,13911
610000,1,46,64,13927
611000,1,51,64,13942
612000,1,57,64,13959
613000,1,29,64,13976
614000,1,35,64,13991
615000,1,40,64,14007
616000,1,46,64,14024
617000,1,51,64,14040
618000,1,57,64,14057
619000,1,30,64,14075
620000,1,35,64,14092
621000,1,40,64,14110
622000,1,46,64,14128
623000,1,51,64,14144
624000,1,57,64,14160
625000,1,30,64,14179
626000,1,35,64,14196
627000,1,41,64,14215
628000,1,46,64,14230
629000,1,51,64,14246
630000,1,57,64,14262
631000,1,30,64,14280
632000,1,34,64,14296
633000,1,40,64,14314
634000,1,45,64,14331
635000,1,51,64,14347
636000,1,56,64,14366
637000,1,29,64,14391
638000,1,35,64,14410
639000,1,40,64,14430
640000,1,46,64,14449
641000,1,51,64,14468
642000,1,56,64,14486
643000,1,29,64,14505
644000,1,35,64,14521
645000,1,40,64,14538
646000,1,46,64,14561
647000,1,51,64,14580
648000,1,56,64,14595
649000,1,30,64,14612
650000,1,35,64,14629
651000,1,40,64,14647
652000,1,45,64,14664
653000,1,51,64,14681
654000,1,56,64,14697
655000,1,29,64,14715
656000,1,35,64,14731
657000,1,40,64,14747
658000,1,45,64,14763
659000,1,51,64,14780
660000,1,56,64,14797
661000,1,29,64,14813
662000,1,34,64,14829
663000,1,40,64,14846
664000,1,45,64,14863
665000,1,51,64,14879
666000,1,56,64,14900
667000,1,29,64,14922
668000,1,35,64,14943
669000,1,40,64,14961
670000,1,45,64,14978
671000,1,51,64,14995
672000,1,56,64,15013
673000,1,30,64,15032
674000,1,35,64,15049
675000,1,40,64,15068
676000,1,46,64,15087
677000,1,51,64,15105
678000,1,57,64,15122
679000,1,30,64,15139
680000,1,35,64,15157
681000,1,40,64,15194
682000,1,46,64,15216
683000,1,51,64,15235
684000,1,56,64,15253
685000,1,29,64,15273
686000,1,35,64,15294
687000,1,40,64,15312
688000,1,45,64,15330
689000,1,51,64,15350
690000,1,56,64,15367
691000,1,29,64,15386
692000,1,35,64,15403
693000,1,40,64,15422
694000,1,45,64,15444
695000,1,51,64,15463
696000,1,56,64,15484
697000,1,30,64,15503
698000,1,35,64,15521
699000,1,40,64,15539
700000,1,46,64,15555
701000,1,51,64,15575
702000,1,57,64,15597
703000,1,29,64,15617
704000,1,35,64,15634
705000,1,40,64,15653
706000,1,45,64,15675
707000,1,51,64,15694
708000,1,56,64,15712
709000,1,30,64,15732
710000,1,35,64,15749
711000,1,41,64,15765
712000,1,46,64,15782
713000,1,51,64,15801
714000,1,57,64,15818
715000,1,29,64,15836
716000,1,35,64,15854
717000,1,40,64,15872
718000,1,45,64,15888
719000,1,51,64,15904
720000,1,56,64,15921
721000,1,29,64,15939
722000,1,35,64,15966
723000,1,40,64,16034
724000,1,46,64,16069
725000,1,51,64,16107
726000,1,56,64,16147
727000,1,29,64,16181
728000,1,35,64,16210
729000,1,40,64,16236
730000,1,46,64,16286
731000,1,51,64,16333
732000,1,56,64,16370
733000,1,29,64,16406
734000,1,35,64,16453
735000,1,40,64,16554
736000,1,46,64,16608
737000,1,51,64,16632
738000,1,57,64,16654
739000,1,30,64,16681
740000,1,35,64,16707
741000,1,40,64,16728
742000,1,46,64,16744
743000,1,51,64,16761
744000,1,57,64,16778
745000,1,30,64,16797
746000,1,35,64,16817
747000,1,40,64,16834
748000,1,46,64,16850
749000,1,51,64,16867
750000,1,57,64,16886
751000,1,29,64,16909
752000,1,35,64,16927
753000,1,40,64,16942
754000,1,46,64,16959
755000,1,51,64,16976
756000,1,56,64,16995
757000,1,29,64,17013
758000,1,35,64,17030
759000,1,40,64,17048
760000,1,46,64,17068
761000,1,51,64,17087
762000,1,56,64,17104
763000,1,29,64,17123
764000,1,35,64,17139
765000,1,40,64,17159
766000,1,46,64,17176
767000,1,51,64,17195
768000,1,56,64,17213
769000,1,29,64,17229
770000,1,35,64,17246
771000,1,40,64,17265
772000,1,46,64,17280
773000,1,51,64,17297
774000,1,56,64,17313
775000,1,29,64,17332
776000,1,35,64,17351
777000,1,40,64,17368
